freq,xdft,psdx
55.7,2.77E-08,2.95E-07
55.704,1.51E-08,1.61E-07
55.708,3.82E-08,4.08E-07
55.713,1.19E-08,1.27E-07
55.717,5.09E-09,5.43E-08
55.722,2.30E-08,2.45E-07
55.726,1.17E-08,1.25E-07
55.73,2.33E-08,2.48E-07
55.735,7.08E-09,7.56E-08
55.739,4.53E-09,4.83E-08
55.744,2.24E-08,2.40E-07
55.748,3.17E-08,3.38E-07
55.752,3.32E-08,3.55E-07
55.757,4.22E-08,4.50E-07
55.761,9.67E-09,1.03E-07
55.765,1.11E-08,1.19E-07
55.77,1.59E-08,1.69E-07
55.774,2.45E-08,2.61E-07
55.779,1.42E-08,1.52E-07
55.783,2.13E-08,2.28E-07
55.787,2.03E-08,2.17E-07
55.792,9.70E-09,1.04E-07
55.796,2.40E-08,2.56E-07
55.801,1.04E-08,1.11E-07
55.805,3.71E-08,3.96E-07
55.809,8.43E-09,9.00E-08
55.814,3.42E-08,3.65E-07
55.818,2.81E-08,3.00E-07
55.822,1.20E-08,1.28E-07
55.827,1.53E-08,1.64E-07
55.831,2.26E-08,2.41E-07
55.836,1.75E-08,1.87E-07
55.84,2.60E-08,2.78E-07
55.844,2.20E-08,2.35E-07
55.849,3.75E-09,4.01E-08
55.853,2.37E-08,2.52E-07
55.858,1.66E-08,1.77E-07
55.862,1.03E-08,1.10E-07
55.866,1.09E-08,1.17E-07
55.871,3.11E-08,3.32E-07
55.875,2.10E-08,2.24E-07
55.88,2.23E-08,2.38E-07
55.884,3.81E-08,4.07E-07
55.888,1.14E-08,1.22E-07
55.893,3.47E-08,3.71E-07
55.897,7.95E-09,8.48E-08
55.901,1.50E-08,1.60E-07
55.906,1.52E-08,1.62E-07
55.91,3.88E-08,4.14E-07
55.915,1.45E-08,1.55E-07
55.919,2.55E-08,2.72E-07
55.923,3.42E-08,3.65E-07
55.928,2.56E-08,2.74E-07
55.932,2.85E-08,3.05E-07
55.937,1.03E-08,1.10E-07
55.941,3.16E-08,3.38E-07
55.945,2.96E-08,3.16E-07
55.95,2.73E-08,2.92E-07
55.954,9.30E-09,9.92E-08
55.958,3.46E-08,3.69E-07
55.963,1.28E-08,1.37E-07
55.967,3.36E-08,3.59E-07
55.972,2.02E-08,2.15E-07
55.976,2.21E-09,2.36E-08
55.98,2.05E-08,2.19E-07
55.985,3.39E-08,3.62E-07
55.989,3.10E-09,3.31E-08
55.994,6.65E-09,7.10E-08
55.998,1.45E-08,1.54E-07
56.002,3.38E-08,3.61E-07
56.007,1.68E-08,1.80E-07
56.011,3.55E-09,3.79E-08
56.015,1.28E-08,1.37E-07
56.02,4.79E-08,5.11E-07
56.024,1.54E-08,1.64E-07
56.029,2.93E-08,3.13E-07
56.033,9.23E-09,9.86E-08
56.037,3.75E-08,4.00E-07
56.042,4.67E-08,4.99E-07
56.046,2.81E-08,3.00E-07
56.051,3.00E-08,3.20E-07
56.055,4.69E-08,5.01E-07
56.059,8.20E-09,8.75E-08
56.064,1.76E-08,1.88E-07
56.068,1.48E-08,1.58E-07
56.073,1.64E-08,1.75E-07
56.077,1.46E-08,1.56E-07
56.081,4.68E-08,4.99E-07
56.086,1.91E-08,2.04E-07
56.09,8.42E-09,8.99E-08
56.094,4.00E-08,4.27E-07
56.099,2.64E-08,2.81E-07
56.103,1.39E-08,1.48E-07
56.108,7.29E-09,7.78E-08
56.112,2.52E-08,2.69E-07
56.116,1.64E-08,1.76E-07
56.121,2.04E-08,2.17E-07
56.125,1.03E-08,1.10E-07
56.13,1.98E-08,2.11E-07
56.134,4.50E-08,4.81E-07
56.138,2.59E-08,2.76E-07
56.143,1.75E-08,1.86E-07
56.147,2.66E-08,2.84E-07
56.151,2.94E-08,3.14E-07
56.156,2.71E-08,2.90E-07
56.16,1.75E-08,1.87E-07
56.165,1.28E-08,1.36E-07
56.169,2.17E-08,2.32E-07
56.173,1.22E-08,1.31E-07
56.178,1.03E-08,1.10E-07
56.182,3.59E-08,3.83E-07
56.187,1.54E-08,1.65E-07
56.191,2.48E-08,2.65E-07
56.195,1.82E-08,1.94E-07
56.2,6.38E-09,6.81E-08
56.204,8.94E-09,9.55E-08
56.208,4.01E-08,4.29E-07
56.213,2.93E-08,3.13E-07
56.217,1.28E-08,1.36E-07
56.222,2.41E-08,2.57E-07
56.226,2.45E-08,2.62E-07
56.23,1.57E-08,1.67E-07
56.235,7.58E-09,8.09E-08
56.239,1.27E-08,1.35E-07
56.244,5.00E-08,5.34E-07
56.248,1.58E-08,1.68E-07
56.252,1.08E-09,1.16E-08
56.257,3.18E-08,3.39E-07
56.261,3.04E-08,3.24E-07
56.266,2.14E-08,2.28E-07
56.27,2.48E-08,2.65E-07
56.274,2.27E-08,2.42E-07
56.279,2.89E-08,3.09E-07
56.283,2.92E-08,3.11E-07
56.287,8.10E-09,8.64E-08
56.292,2.68E-08,2.86E-07
56.296,2.97E-08,3.17E-07
56.301,6.81E-09,7.27E-08
56.305,1.57E-08,1.67E-07
56.309,1.69E-08,1.80E-07
56.314,1.45E-08,1.55E-07
56.318,2.89E-08,3.08E-07
56.323,2.21E-08,2.36E-07
56.327,1.07E-08,1.14E-07
56.331,4.73E-09,5.05E-08
56.336,4.35E-08,4.65E-07
56.34,2.16E-08,2.31E-07
56.344,2.44E-08,2.60E-07
56.349,5.21E-09,5.56E-08
56.353,4.36E-08,4.66E-07
56.358,3.58E-08,3.82E-07
56.362,1.33E-08,1.42E-07
56.366,2.72E-09,2.91E-08
56.371,2.59E-08,2.76E-07
56.375,3.32E-08,3.54E-07
56.38,1.95E-08,2.09E-07
56.384,1.36E-08,1.46E-07
56.388,1.76E-08,1.88E-07
56.393,3.96E-08,4.23E-07
56.397,2.87E-08,3.06E-07
56.402,1.53E-08,1.63E-07
56.406,3.16E-08,3.38E-07
56.41,1.36E-08,1.45E-07
56.415,8.10E-09,8.64E-08
56.419,2.76E-08,2.94E-07
56.423,1.49E-08,1.59E-07
56.428,1.69E-08,1.81E-07
56.432,2.58E-08,2.75E-07
56.437,3.05E-09,3.25E-08
56.441,1.10E-08,1.17E-07
56.445,3.24E-08,3.46E-07
56.45,3.41E-08,3.65E-07
56.454,1.58E-08,1.69E-07
56.459,1.16E-08,1.24E-07
56.463,1.73E-08,1.84E-07
56.467,3.81E-08,4.07E-07
56.472,1.31E-08,1.40E-07
56.476,3.50E-09,3.73E-08
56.48,2.83E-08,3.02E-07
56.485,3.26E-08,3.48E-07
56.489,1.93E-08,2.06E-07
56.494,1.55E-08,1.65E-07
56.498,1.97E-08,2.10E-07
56.502,3.21E-08,3.42E-07
56.507,1.57E-08,1.68E-07
56.511,3.83E-09,4.09E-08
56.516,2.03E-08,2.17E-07
56.52,2.88E-08,3.08E-07
56.524,1.15E-08,1.23E-07
56.529,2.01E-08,2.14E-07
56.533,1.86E-08,1.99E-07
56.537,2.70E-08,2.88E-07
56.542,1.79E-08,1.91E-07
56.546,2.62E-08,2.80E-07
56.551,5.40E-09,5.76E-08
56.555,1.63E-08,1.74E-07
56.559,1.99E-08,2.12E-07
56.564,3.42E-08,3.65E-07
56.568,2.17E-08,2.32E-07
56.573,1.07E-08,1.14E-07
56.577,1.78E-08,1.90E-07
56.581,1.91E-08,2.04E-07
56.586,1.31E-08,1.40E-07
56.59,2.16E-08,2.31E-07
56.595,1.62E-08,1.73E-07
56.599,4.86E-08,5.19E-07
56.603,8.74E-09,9.33E-08
56.608,1.19E-08,1.27E-07
56.612,1.18E-08,1.26E-07
56.616,2.25E-08,2.40E-07
56.621,5.84E-09,6.24E-08
56.625,1.58E-08,1.69E-07
56.63,2.60E-08,2.78E-07
56.634,1.77E-08,1.89E-07
56.638,1.29E-08,1.38E-07
56.643,3.41E-08,3.65E-07
56.647,2.41E-08,2.57E-07
56.652,7.98E-09,8.52E-08
56.656,2.67E-08,2.86E-07
56.66,1.85E-08,1.98E-07
56.665,1.74E-08,1.85E-07
56.669,2.01E-08,2.15E-07
56.673,9.03E-09,9.64E-08
56.678,2.22E-08,2.37E-07
56.682,2.03E-08,2.16E-07
56.687,1.67E-08,1.78E-07
56.691,3.37E-08,3.60E-07
56.695,1.61E-08,1.72E-07
56.7,3.37E-08,3.60E-07
56.704,1.11E-08,1.19E-07
56.709,1.71E-08,1.83E-07
56.713,1.13E-08,1.21E-07
56.717,1.74E-08,1.86E-07
56.722,1.62E-08,1.72E-07
56.726,1.95E-08,2.08E-07
56.73,4.63E-09,4.95E-08
56.735,7.98E-09,8.52E-08
56.739,2.70E-08,2.89E-07
56.744,2.53E-08,2.70E-07
56.748,1.10E-08,1.18E-07
56.752,6.68E-09,7.13E-08
56.757,3.67E-08,3.92E-07
56.761,2.05E-08,2.19E-07
56.766,4.31E-09,4.60E-08
56.77,2.55E-08,2.72E-07
56.774,1.53E-08,1.63E-07
56.779,2.80E-08,2.99E-07
56.783,1.73E-08,1.85E-07
56.788,1.99E-08,2.13E-07
56.792,7.33E-09,7.83E-08
56.796,3.63E-08,3.87E-07
56.801,2.31E-08,2.47E-07
56.805,3.21E-08,3.43E-07
56.809,3.06E-08,3.27E-07
56.814,2.77E-08,2.96E-07
56.818,9.92E-09,1.06E-07
56.823,2.55E-08,2.72E-07
56.827,1.17E-08,1.25E-07
56.831,2.37E-08,2.53E-07
56.836,3.61E-08,3.85E-07
56.84,1.08E-08,1.16E-07
56.845,1.46E-08,1.56E-07
56.849,2.35E-08,2.51E-07
56.853,1.80E-08,1.92E-07
56.858,2.80E-08,2.99E-07
56.862,1.15E-08,1.23E-07
56.866,2.08E-08,2.22E-07
56.871,3.53E-08,3.76E-07
56.875,1.17E-08,1.25E-07
56.88,1.34E-08,1.43E-07
56.884,2.02E-08,2.15E-07
56.888,1.98E-08,2.11E-07
56.893,3.58E-08,3.82E-07
56.897,8.46E-09,9.03E-08
56.902,1.33E-08,1.42E-07
56.906,1.68E-08,1.79E-07
56.91,1.94E-08,2.07E-07
56.915,2.66E-08,2.84E-07
56.919,1.45E-08,1.55E-07
56.923,2.45E-08,2.62E-07
56.928,1.64E-08,1.75E-07
56.932,3.31E-08,3.53E-07
56.937,1.11E-08,1.18E-07
56.941,2.27E-08,2.42E-07
56.945,1.22E-08,1.31E-07
56.95,1.85E-08,1.98E-07
56.954,1.84E-08,1.97E-07
56.959,1.07E-08,1.14E-07
56.963,1.92E-08,2.05E-07
56.967,3.59E-08,3.83E-07
56.972,2.36E-08,2.52E-07
56.976,6.43E-09,6.87E-08
56.981,2.29E-08,2.45E-07
56.985,2.60E-08,2.78E-07
56.989,2.35E-09,2.51E-08
56.994,8.07E-09,8.61E-08
56.998,1.55E-08,1.66E-07
57.002,1.55E-08,1.66E-07
57.007,1.28E-08,1.37E-07
57.011,2.31E-08,2.46E-07
57.016,1.50E-08,1.60E-07
57.02,2.42E-08,2.58E-07
57.024,1.74E-09,1.86E-08
57.029,1.56E-08,1.67E-07
57.033,2.49E-08,2.66E-07
57.038,2.65E-08,2.83E-07
57.042,2.23E-08,2.38E-07
57.046,1.12E-08,1.20E-07
57.051,2.19E-08,2.34E-07
57.055,2.09E-08,2.24E-07
57.059,2.66E-08,2.84E-07
57.064,1.88E-08,2.01E-07
57.068,2.36E-08,2.52E-07
57.073,1.67E-08,1.79E-07
57.077,1.89E-08,2.02E-07
57.081,2.51E-08,2.68E-07
57.086,1.95E-08,2.08E-07
57.09,1.15E-08,1.23E-07
57.095,2.75E-08,2.94E-07
57.099,1.44E-08,1.53E-07
57.103,1.73E-08,1.85E-07
57.108,1.49E-08,1.59E-07
57.112,1.63E-08,1.75E-07
57.117,2.24E-08,2.39E-07
57.121,2.05E-08,2.19E-07
57.125,1.24E-08,1.32E-07
57.13,4.49E-08,4.79E-07
57.134,1.59E-08,1.70E-07
57.138,1.01E-08,1.08E-07
57.143,1.65E-08,1.76E-07
57.147,3.35E-08,3.58E-07
57.152,7.18E-09,7.67E-08
57.156,1.95E-08,2.08E-07
57.16,2.35E-08,2.51E-07
57.165,3.67E-08,3.92E-07
57.169,2.09E-08,2.24E-07
57.174,1.00E-08,1.07E-07
57.178,1.71E-08,1.83E-07
57.182,2.07E-08,2.21E-07
57.187,1.30E-08,1.38E-07
57.191,1.92E-08,2.05E-07
57.195,1.72E-08,1.84E-07
57.2,1.18E-08,1.26E-07
57.204,8.66E-09,9.25E-08
57.209,3.40E-08,3.63E-07
57.213,8.27E-09,8.83E-08
57.217,1.32E-08,1.41E-07
57.222,1.63E-08,1.74E-07
57.226,2.43E-08,2.60E-07
57.231,1.80E-08,1.92E-07
57.235,1.22E-08,1.30E-07
57.239,2.77E-08,2.95E-07
57.244,3.08E-08,3.29E-07
57.248,2.02E-08,2.15E-07
57.252,7.80E-09,8.33E-08
57.257,2.63E-08,2.81E-07
57.261,2.61E-08,2.79E-07
57.266,2.26E-08,2.41E-07
57.27,7.99E-09,8.53E-08
57.274,2.80E-08,2.99E-07
57.279,2.27E-08,2.42E-07
57.283,2.68E-08,2.86E-07
57.288,6.37E-09,6.80E-08
57.292,2.95E-08,3.15E-07
57.296,1.23E-08,1.31E-07
57.301,1.18E-08,1.25E-07
57.305,3.94E-08,4.21E-07
57.31,1.53E-08,1.63E-07
57.314,1.66E-08,1.77E-07
57.318,2.84E-08,3.04E-07
57.323,1.96E-08,2.09E-07
57.327,1.20E-08,1.28E-07
57.331,9.55E-09,1.02E-07
57.336,2.11E-08,2.25E-07
57.34,2.79E-08,2.98E-07
57.345,1.64E-08,1.75E-07
57.349,7.73E-09,8.25E-08
57.353,2.18E-08,2.33E-07
57.358,2.66E-08,2.83E-07
57.362,1.51E-08,1.61E-07
57.367,1.33E-08,1.42E-07
57.371,3.15E-08,3.36E-07
57.375,1.00E-08,1.07E-07
57.38,7.74E-09,8.26E-08
57.384,2.40E-08,2.57E-07
57.388,6.55E-09,6.99E-08
57.393,1.23E-08,1.31E-07
57.397,4.78E-09,5.10E-08
57.402,1.33E-08,1.42E-07
57.406,3.13E-08,3.34E-07
57.41,4.60E-08,4.92E-07
57.415,3.17E-08,3.39E-07
57.419,7.01E-08,7.48E-07
57.424,3.08E-08,3.29E-07
57.428,9.68E-09,1.03E-07
57.432,3.02E-08,3.22E-07
57.437,3.28E-08,3.50E-07
57.441,2.00E-09,2.14E-08
57.445,2.28E-08,2.44E-07
57.45,2.53E-08,2.70E-07
57.454,3.11E-08,3.32E-07
57.459,1.44E-08,1.54E-07
57.463,2.08E-08,2.22E-07
57.467,2.50E-08,2.67E-07
57.472,3.62E-08,3.86E-07
57.476,2.18E-09,2.33E-08
57.481,2.11E-08,2.25E-07
57.485,3.80E-08,4.05E-07
57.489,6.78E-09,7.24E-08
57.494,1.51E-08,1.61E-07
57.498,3.52E-08,3.76E-07
57.503,8.54E-09,9.11E-08
57.507,2.67E-08,2.85E-07
57.511,1.66E-08,1.77E-07
57.516,3.24E-08,3.46E-07
57.52,6.89E-09,7.35E-08
57.524,1.45E-08,1.55E-07
57.529,2.27E-08,2.42E-07
57.533,4.31E-08,4.60E-07
57.538,1.59E-08,1.70E-07
57.542,1.18E-08,1.26E-07
57.546,4.56E-08,4.87E-07
57.551,8.44E-09,9.01E-08
57.555,7.55E-09,8.06E-08
57.56,3.02E-08,3.22E-07
57.564,2.12E-08,2.26E-07
57.568,1.54E-08,1.65E-07
57.573,3.96E-08,4.22E-07
57.577,2.45E-08,2.62E-07
57.581,3.34E-08,3.56E-07
57.586,3.37E-08,3.59E-07
57.59,2.04E-08,2.18E-07
57.595,2.80E-08,2.99E-07
57.599,1.92E-08,2.05E-07
57.603,3.19E-08,3.41E-07
57.608,2.55E-08,2.73E-07
57.612,2.97E-08,3.17E-07
57.617,1.28E-08,1.36E-07
57.621,2.40E-08,2.56E-07
57.625,4.18E-08,4.47E-07
57.63,2.17E-08,2.32E-07
57.634,2.68E-08,2.86E-07
57.638,1.82E-08,1.95E-07
57.643,3.04E-08,3.25E-07
57.647,1.06E-08,1.13E-07
57.652,2.15E-08,2.29E-07
57.656,2.08E-08,2.22E-07
57.66,1.65E-08,1.76E-07
57.665,1.89E-08,2.02E-07
57.669,1.71E-08,1.83E-07
57.674,4.71E-09,5.03E-08
57.678,2.96E-08,3.16E-07
57.682,2.74E-08,2.92E-07
57.687,1.23E-08,1.31E-07
57.691,1.67E-08,1.78E-07
57.696,3.42E-08,3.65E-07
57.7,1.94E-08,2.07E-07
57.704,1.49E-08,1.59E-07
57.709,4.09E-08,4.37E-07
57.713,2.31E-08,2.47E-07
57.717,1.82E-08,1.94E-07
57.722,2.18E-08,2.33E-07
57.726,2.65E-08,2.83E-07
57.731,1.96E-08,2.09E-07
57.735,2.73E-08,2.92E-07
57.739,2.51E-08,2.68E-07
57.744,5.62E-09,6.00E-08
57.748,3.27E-08,3.49E-07
57.753,1.62E-08,1.73E-07
57.757,1.95E-08,2.08E-07
57.761,1.45E-08,1.55E-07
57.766,2.01E-08,2.14E-07
57.77,2.02E-08,2.16E-07
57.774,6.04E-09,6.45E-08
57.779,1.22E-08,1.31E-07
57.783,1.51E-08,1.61E-07
57.788,2.74E-08,2.93E-07
57.792,2.08E-08,2.22E-07
57.796,1.92E-08,2.05E-07
57.801,2.53E-08,2.70E-07
57.805,4.01E-08,4.28E-07
57.81,1.31E-08,1.40E-07
57.814,9.59E-09,1.02E-07
57.818,2.31E-08,2.47E-07
57.823,2.68E-08,2.86E-07
57.827,1.85E-08,1.97E-07
57.832,8.37E-09,8.94E-08
57.836,2.72E-08,2.91E-07
57.84,2.10E-08,2.24E-07
57.845,1.76E-08,1.87E-07
57.849,9.31E-09,9.94E-08
57.853,2.23E-08,2.38E-07
57.858,2.48E-08,2.65E-07
57.862,2.86E-08,3.05E-07
57.867,4.44E-08,4.74E-07
57.871,9.57E-09,1.02E-07
57.875,3.26E-08,3.48E-07
57.88,2.03E-08,2.17E-07
57.884,3.80E-08,4.06E-07
57.889,2.83E-09,3.02E-08
57.893,5.86E-09,6.26E-08
57.897,2.42E-08,2.58E-07
57.902,2.02E-08,2.16E-07
57.906,5.18E-09,5.53E-08
57.91,1.19E-08,1.27E-07
57.915,2.64E-08,2.81E-07
57.919,3.70E-08,3.95E-07
57.924,6.33E-09,6.76E-08
57.928,1.52E-08,1.62E-07
57.932,2.82E-08,3.01E-07
57.937,2.06E-08,2.20E-07
57.941,1.01E-08,1.08E-07
57.946,1.83E-08,1.96E-07
57.95,3.74E-09,3.99E-08
57.954,2.94E-08,3.13E-07
57.959,4.08E-08,4.35E-07
57.963,1.17E-08,1.25E-07
57.967,2.37E-08,2.53E-07
57.972,3.43E-08,3.66E-07
57.976,3.73E-08,3.98E-07
57.981,1.56E-08,1.66E-07
57.985,2.08E-08,2.23E-07
57.989,2.42E-08,2.59E-07
57.994,2.85E-08,3.04E-07
57.998,1.16E-08,1.23E-07
58.003,1.64E-08,1.75E-07
58.007,1.80E-08,1.92E-07
58.011,1.74E-08,1.85E-07
58.016,3.27E-08,3.49E-07
58.02,3.48E-08,3.72E-07
58.025,1.26E-08,1.34E-07
58.029,3.74E-08,3.99E-07
58.033,2.28E-08,2.44E-07
58.038,1.32E-08,1.41E-07
58.042,6.46E-09,6.90E-08
58.046,3.54E-08,3.78E-07
58.051,2.87E-08,3.06E-07
58.055,1.32E-08,1.41E-07
58.06,1.58E-08,1.69E-07
58.064,3.50E-08,3.74E-07
58.068,3.57E-08,3.82E-07
58.073,1.51E-08,1.61E-07
58.077,1.54E-08,1.65E-07
58.082,3.41E-08,3.64E-07
58.086,1.40E-08,1.49E-07
58.09,1.52E-08,1.62E-07
58.095,3.29E-08,3.52E-07
58.099,1.90E-08,2.03E-07
58.103,2.72E-08,2.90E-07
58.108,2.82E-08,3.01E-07
58.112,3.34E-08,3.57E-07
58.117,7.66E-09,8.18E-08
58.121,2.14E-08,2.28E-07
58.125,4.21E-08,4.49E-07
58.13,2.45E-08,2.62E-07
58.134,2.03E-08,2.17E-07
58.139,1.77E-08,1.89E-07
58.143,5.33E-08,5.69E-07
58.147,3.22E-08,3.44E-07
58.152,1.93E-08,2.06E-07
58.156,4.55E-08,4.86E-07
58.16,2.74E-08,2.92E-07
58.165,1.40E-08,1.50E-07
58.169,3.51E-08,3.75E-07
58.174,3.45E-09,3.68E-08
58.178,2.81E-08,3.00E-07
58.182,1.88E-08,2.00E-07
58.187,3.45E-08,3.68E-07
58.191,1.87E-08,1.99E-07
58.196,2.62E-08,2.80E-07
58.2,2.18E-08,2.33E-07
58.204,2.94E-08,3.14E-07
58.209,1.01E-08,1.08E-07
58.213,1.18E-08,1.26E-07
58.218,2.27E-08,2.42E-07
58.222,2.22E-08,2.37E-07
58.226,3.67E-08,3.92E-07
58.231,2.28E-09,2.44E-08
58.235,3.57E-08,3.81E-07
58.239,3.54E-08,3.78E-07
58.244,1.06E-08,1.14E-07
58.248,1.85E-08,1.97E-07
58.253,3.18E-08,3.40E-07
58.257,6.26E-08,6.69E-07
58.261,1.90E-08,2.03E-07
58.266,3.69E-08,3.94E-07
58.27,3.70E-08,3.95E-07
58.275,3.07E-08,3.27E-07
58.279,1.33E-08,1.42E-07
58.283,5.62E-08,6.00E-07
58.288,5.31E-08,5.67E-07
58.292,3.99E-08,4.26E-07
58.296,1.71E-08,1.82E-07
58.301,2.66E-08,2.83E-07
58.305,5.93E-08,6.33E-07
58.31,2.86E-08,3.06E-07
58.314,3.20E-08,3.42E-07
58.318,2.56E-08,2.74E-07
58.323,2.34E-08,2.50E-07
58.327,2.81E-08,3.00E-07
58.332,3.30E-08,3.52E-07
58.336,1.97E-08,2.10E-07
58.34,1.33E-08,1.42E-07
58.345,2.62E-08,2.80E-07
58.349,1.98E-08,2.11E-07
58.353,3.92E-08,4.18E-07
58.358,2.30E-08,2.46E-07
58.362,1.72E-08,1.84E-07
58.367,2.84E-08,3.03E-07
58.371,3.04E-08,3.25E-07
58.375,2.13E-08,2.27E-07
58.38,2.98E-08,3.18E-07
58.384,5.04E-08,5.38E-07
58.389,9.19E-09,9.81E-08
58.393,5.71E-09,6.10E-08
58.397,1.65E-08,1.76E-07
58.402,3.13E-08,3.34E-07
58.406,5.48E-09,5.85E-08
58.411,2.19E-08,2.34E-07
58.415,3.97E-08,4.24E-07
58.419,3.07E-08,3.28E-07
58.424,1.54E-08,1.64E-07
58.428,3.88E-08,4.14E-07
58.432,3.64E-08,3.89E-07
58.437,4.33E-09,4.62E-08
58.441,1.28E-08,1.37E-07
58.446,1.94E-08,2.07E-07
58.45,2.17E-08,2.32E-07
58.454,1.71E-08,1.82E-07
58.459,3.06E-08,3.27E-07
58.463,8.73E-09,9.32E-08
58.468,3.33E-08,3.56E-07
58.472,2.83E-08,3.02E-07
58.476,1.63E-08,1.74E-07
58.481,2.90E-08,3.10E-07
58.485,3.03E-08,3.24E-07
58.489,3.18E-08,3.39E-07
58.494,1.78E-08,1.90E-07
58.498,2.03E-08,2.17E-07
58.503,1.58E-08,1.68E-07
58.507,1.96E-08,2.09E-07
58.511,1.82E-08,1.94E-07
58.516,1.96E-09,2.09E-08
58.52,3.31E-08,3.53E-07
58.525,1.95E-08,2.08E-07
58.529,2.01E-08,2.15E-07
58.533,2.71E-08,2.89E-07
58.538,3.15E-08,3.36E-07
58.542,2.31E-08,2.46E-07
58.546,3.75E-08,4.00E-07
58.551,1.23E-08,1.31E-07
58.555,7.35E-09,7.85E-08
58.56,1.54E-08,1.64E-07
58.564,2.27E-08,2.42E-07
58.568,1.36E-08,1.45E-07
58.573,8.25E-09,8.80E-08
58.577,2.68E-08,2.86E-07
58.582,3.10E-08,3.31E-07
58.586,1.40E-08,1.49E-07
58.59,4.00E-08,4.27E-07
58.595,3.17E-08,3.38E-07
58.599,2.27E-08,2.43E-07
58.604,2.51E-08,2.67E-07
58.608,1.88E-08,2.01E-07
58.612,2.84E-08,3.04E-07
58.617,1.55E-08,1.66E-07
58.621,2.33E-08,2.49E-07
58.625,5.72E-08,6.11E-07
58.63,2.17E-08,2.32E-07
58.634,2.84E-08,3.03E-07
58.639,3.12E-08,3.33E-07
58.643,2.24E-08,2.40E-07
58.647,1.09E-08,1.16E-07
58.652,2.69E-08,2.87E-07
58.656,2.61E-08,2.79E-07
58.661,2.65E-08,2.83E-07
58.665,1.23E-08,1.31E-07
58.669,3.60E-08,3.85E-07
58.674,1.83E-08,1.96E-07
58.678,3.28E-08,3.50E-07
58.682,1.22E-08,1.30E-07
58.687,1.37E-08,1.47E-07
58.691,3.81E-08,4.06E-07
58.696,2.99E-08,3.20E-07
58.7,4.28E-08,4.57E-07
58.704,3.60E-08,3.84E-07
58.709,1.93E-08,2.06E-07
58.713,2.21E-08,2.36E-07
58.718,5.05E-08,5.39E-07
58.722,4.18E-09,4.47E-08
58.726,9.23E-09,9.85E-08
58.731,3.75E-08,4.01E-07
58.735,2.41E-08,2.57E-07
58.74,2.07E-08,2.21E-07
58.744,2.64E-08,2.82E-07
58.748,2.38E-08,2.54E-07
58.753,6.45E-08,6.89E-07
58.757,1.52E-08,1.62E-07
58.761,1.05E-08,1.12E-07
58.766,3.66E-08,3.90E-07
58.77,4.32E-08,4.61E-07
58.775,2.42E-08,2.58E-07
58.779,3.27E-08,3.49E-07
58.783,3.91E-08,4.17E-07
58.788,4.71E-08,5.03E-07
58.792,3.23E-08,3.45E-07
58.797,3.57E-08,3.81E-07
58.801,7.03E-08,7.51E-07
58.805,8.54E-08,9.12E-07
58.81,3.36E-08,3.59E-07
58.814,2.28E-08,2.44E-07
58.818,8.14E-09,8.69E-08
58.823,5.47E-08,5.83E-07
58.827,2.48E-08,2.64E-07
58.832,1.31E-08,1.40E-07
58.836,2.38E-09,2.55E-08
58.84,6.47E-08,6.91E-07
58.845,1.44E-08,1.54E-07
58.849,2.65E-08,2.83E-07
58.854,3.64E-08,3.89E-07
58.858,6.54E-08,6.98E-07
58.862,1.69E-08,1.80E-07
58.867,2.59E-08,2.77E-07
58.871,1.49E-08,1.59E-07
58.875,2.85E-08,3.04E-07
58.88,2.07E-08,2.21E-07
58.884,1.10E-08,1.18E-07
58.889,2.52E-08,2.69E-07
58.893,3.08E-08,3.29E-07
58.897,1.80E-08,1.92E-07
58.902,1.30E-08,1.39E-07
58.906,1.33E-08,1.42E-07
58.911,1.41E-08,1.51E-07
58.915,3.14E-08,3.36E-07
58.919,6.29E-08,6.72E-07
58.924,2.66E-08,2.83E-07
58.928,5.08E-08,5.42E-07
58.933,9.04E-08,9.65E-07
58.937,3.61E-08,3.86E-07
58.941,9.74E-09,1.04E-07
58.946,3.04E-09,3.24E-08
58.95,2.34E-08,2.50E-07
58.954,1.62E-08,1.73E-07
58.959,5.30E-08,5.65E-07
58.963,6.20E-08,6.61E-07
58.968,2.61E-08,2.79E-07
58.972,1.19E-08,1.27E-07
58.976,5.40E-08,5.76E-07
58.981,3.92E-08,4.18E-07
58.985,6.33E-08,6.76E-07
58.99,3.73E-08,3.98E-07
58.994,2.64E-08,2.82E-07
58.998,1.51E-08,1.61E-07
59.003,5.18E-08,5.53E-07
59.007,2.39E-08,2.55E-07
59.011,4.19E-08,4.48E-07
59.016,4.65E-08,4.96E-07
59.02,3.64E-08,3.88E-07
59.025,1.54E-08,1.65E-07
59.029,3.79E-08,4.05E-07
59.033,2.10E-08,2.24E-07
59.038,1.53E-08,1.63E-07
59.042,5.25E-08,5.60E-07
59.047,5.47E-08,5.84E-07
59.051,4.52E-08,4.83E-07
59.055,3.55E-08,3.79E-07
59.06,1.97E-08,2.10E-07
59.064,3.22E-08,3.44E-07
59.068,4.60E-08,4.91E-07
59.073,3.74E-08,4.00E-07
59.077,1.72E-08,1.83E-07
59.082,4.72E-08,5.04E-07
59.086,2.52E-08,2.70E-07
59.09,3.29E-08,3.51E-07
59.095,3.12E-08,3.33E-07
59.099,7.00E-08,7.47E-07
59.104,2.44E-08,2.60E-07
